source,review_description,rating,review_date
Google Play,Won't display any content! Am a US user but had the misfortune of opening the app while traveling in Europe.,1,23-08-2023 0:27
Google Play,Better off buying a car and running yourself over,1,23-08-2023 0:14
Google Play,Hindi me bhi koy likh Liya Karo yaar khuch bi Samaj Nahi aah raha.,3,22-08-2023 23:44
Google Play,Moml awy,1,22-08-2023 23:38
Google Play,Gd,5,22-08-2023 23:04
Google Play,Threatening description about winning 🥇,1,22-08-2023 23:03
Google Play,Copy of Twitter,1,22-08-2023 21:47
Google Play,"What was meant to be Meta's version of Twitter, seriously seriously lacks. Seeing threads from people you don't follow? Seeing threads posted days ago as if they're new? That's what Instagram is, why use the time and money for something not really new or far relevant to its main competitor which is Twitter (X)",1,22-08-2023 21:29
Google Play,Threads is so Cool 😎 but I wish it had a dark mode,5,22-08-2023 21:29
Google Play,A bad copy of Twitter or X that's a bad copy of itself,1,22-08-2023 21:28
Google Play,Good,5,22-08-2023 21:15
Google Play,Ok,1,22-08-2023 20:45
Google Play,"Has potential, very bare bones. I hope this doesn't get fully abandoned and they actually keep working on and building it up. I hate Twitter or X whatever tf and threads is so close to being the best next best thing to itm Zucchini pls work that lizard magic.",2,22-08-2023 20:32
Google Play,The Best,5,22-08-2023 20:28
Google Play,Still better than your X.,5,22-08-2023 20:27
Google Play,Tweeter Copy Paste!,2,22-08-2023 20:01
Google Play,"I really want the CEO of meta to kindly separate threads from Instagram because threads is really not good,such a slow type app nothing much to explore and I can't even delete it because my Instagram account is connected to it. Meta please help",1,22-08-2023 20:01
Google Play,This app stole rights from the Twitter app,1,22-08-2023 19:55
Google Play,😵‍💫 West,1,22-08-2023 19:50
Google Play,Did we even need another messaging app?Facelook insta twatter twuth and now THREADS? FMeBackwards howmany platforms do we need to tell someone else something! THREADS sounds like it's a haberdashery. What a 🔔 end you are Zuckertwerb!,1,22-08-2023 19:49
Google Play,Typically the copy of X,1,22-08-2023 19:32
Google Play,Threads is follo,5,22-08-2023 19:28
Google Play,Boring,1,22-08-2023 19:14
Google Play,Unable to post anything,1,22-08-2023 18:45
Google Play,Not massage obson in this app,1,22-08-2023 18:38
Google Play,Cool start but really needs the ability to create lists.,4,22-08-2023 18:37
Google Play,Very nice thank you so much,5,22-08-2023 18:30
Google Play,♥️,5,22-08-2023 18:25
Google Play,I do not want Instagram,1,22-08-2023 18:12
Google Play,Good,5,22-08-2023 17:45
Google Play,I really like this app and i dont know why,5,22-08-2023 17:38
Google Play,Not bad!!!!!,5,22-08-2023 17:27
Google Play,Very nice 👍👍,5,22-08-2023 17:25
Google Play,Keeps freezing,1,22-08-2023 17:02
Google Play,"It so annoying, it will go at first thread again if we click at the previous thread/pictures (on user profile)",2,22-08-2023 17:00
Google Play,Very unprofessional,1,22-08-2023 16:49
Google Play,❤,4,22-08-2023 16:46
Google Play,Very good normalization,5,22-08-2023 16:28
Google Play,Great app!😁,4,22-08-2023 16:26
Google Play,Bakar aap 🤢,1,22-08-2023 16:04
Google Play,What a terrible app!,1,22-08-2023 16:03
Google Play,The scrolling is not smooth. Work on it pls.,2,22-08-2023 15:50
Google Play,Ok,5,22-08-2023 15:47
Google Play,Useless couldn't even login,1,22-08-2023 15:45
Google Play,Twitter is better,1,22-08-2023 15:27
Google Play,Just please put a language translation..,4,22-08-2023 15:16
Google Play,I liked,5,22-08-2023 15:08
Google Play,potti pilla,3,22-08-2023 15:04
Google Play,Boring app,1,22-08-2023 14:50
Google Play,Mia khalifa,5,22-08-2023 14:26
Google Play,Good app,5,22-08-2023 14:26
Google Play,"Hello, I can't do anything on it and it keeps saying sorry something went wrong. Try again. For weeks now. I have logged out and in, uninstalled and reinstalled. Still isn't working.",1,22-08-2023 14:18
Google Play,Fine,5,22-08-2023 13:58
Google Play,Not better than Twitter,1,22-08-2023 13:40
Google Play,😫😩,1,22-08-2023 13:34
Google Play,"Pretty good alternative to x, not all the way there yet but seems to be on the right track.",5,22-08-2023 13:15
Google Play,🖤,5,22-08-2023 12:57
Google Play,Literally the worst. Thinking that Zuckerberg could be fresh and innovative to counter Twitter/X was a pipeline dream. Not worth the time or effort for the crashing and data it steals.,1,22-08-2023 12:49
Google Play,Nice UI but feels like I'm using a different algorithm everyday,4,22-08-2023 12:30
Google Play,It seems like another Instagram. There us no option to delete the threads profile.,2,22-08-2023 12:25
Google Play,Best,4,22-08-2023 12:16
Google Play,BANGSATT BALIKIN AKUN GUEEE 😭😭😭😭,1,22-08-2023 12:01
Google Play,Nice,5,22-08-2023 11:57
Google Play,Please updates,1,22-08-2023 10:56
Google Play,Not good app don't download it,1,22-08-2023 10:53
Google Play,It is a good app,5,22-08-2023 10:24
Google Play,Bad,1,22-08-2023 10:03
Google Play,Ashiq babu 86,1,22-08-2023 10:01
Google Play,An incomplete platform.,1,22-08-2023 10:01
Google Play,Okk,5,22-08-2023 9:53
Google Play,ডার্ক মুড নাই😒 থ্রেড ইডিট ও করোন যায় না।😠 পিন অপশন কইরে😒,1,22-08-2023 9:44
Google Play,Pop,5,22-08-2023 9:26
Google Play,"uninstalling until someone tells me there's an option to split newsfeed between people i follow and complete randos. tired of my feed being nothing but random celebs and checkmarks no matter how many of them i block or hide. i just want to see the people i follow. dropped a ball opening with that, bad first impression, this could have been something great (and it still could be, just give me the choice to remove the randoms from my feed gd)",1,22-08-2023 9:16
Google Play,very bad,1,22-08-2023 9:12
Google Play,I hait threads I love twitter,1,22-08-2023 9:01
Google Play,Good,5,22-08-2023 8:56
Google Play,Useless app,1,22-08-2023 8:54
Google Play,"I like threads, an Instagram",5,22-08-2023 8:53
Google Play,It gets boring at a point,2,22-08-2023 8:15
Google Play,Faisalsaifi,5,22-08-2023 7:59
Google Play,Copycat,1,22-08-2023 7:50
Google Play,galing one week lang sumikat hahaha dejk ganda po,3,22-08-2023 7:49
Google Play,Atak,5,22-08-2023 7:26
Google Play,God app Hikghuh,5,22-08-2023 7:23
Google Play,Good 😊😊,5,22-08-2023 7:14
Google Play,Lot's of missing features. Not sure if Meta is serious about this app. It is a million miles away from Twitter.,1,22-08-2023 6:36
Google Play,good apps,1,22-08-2023 6:18
Google Play,Great app.,5,22-08-2023 6:13
Google Play,App worthy but no freedom of speech,1,22-08-2023 6:08
Google Play,Ca mo,5,22-08-2023 6:01
Google Play,Nice,5,22-08-2023 5:10
Google Play,Super,4,22-08-2023 5:02
Google Play,My idi instagram @rom_iyo735529 👈 followers lik or 1k plz sar 🙏🙏,5,22-08-2023 5:00
Google Play,No Translation button...,1,22-08-2023 4:30
Google Play,Does anyone actually use this?,1,22-08-2023 4:29
Google Play,I dont have Instagram acc. I cant use this app. I thought it will be same as twitter,1,22-08-2023 4:21
Google Play,烂系统写动态一直跳出来,1,22-08-2023 3:58
Google Play,Very basic,2,22-08-2023 3:48
Google Play,"Good so far, but if Meta is going to own the 3 major social media, can we have one with NSFW content being allowed?",4,22-08-2023 3:34
Google Play,I can't use it. It simply doesn't work. I doesn't matter how many times I install and uninstall the app. It just won't let me do anything but see the main feed. The rest is all a huge glitch! 😅,1,22-08-2023 2:43
Google Play,A lifeless and featureless x (former twitter),1,22-08-2023 2:10
Google Play,کیا بکواس ایپ ہے، یوزرس ہی شاٹ ہیں۔,1,22-08-2023 2:06
Google Play,Very bad,1,22-08-2023 1:59
Google Play,Hhdi,5,22-08-2023 1:53
Google Play,good,1,22-08-2023 1:35
Google Play,not good,1,22-08-2023 0:57
Google Play,Tweeter Zuckerberg Version 👎,1,22-08-2023 0:55
Google Play,how can I remove the bage number of my insta account???!!!!!,1,22-08-2023 0:37
Google Play,😎,5,22-08-2023 0:32
Google Play,This app is great for a start but what could be better is having hashtags available and when posting photos that are already on Instagram some photos already posted on Instagram is not available to be posted and won't say why this app is otherwise great but if it won't let you post everything that is available on Instagram that could make it better also having hashtags available,1,22-08-2023 0:21
Google Play,Terrible app. Twitter is superior. Anything created or owned by cuckerberg should not be used.,1,22-08-2023 0:16
Google Play,I like it 😊,5,21-08-2023 23:44
Google Play,"Great app At first glance tons of room for improvement such as an edit thread button, also spaces and dms. The look is more like ig not Twitter like. Verification is needed for anyone who chooses to be . That could be a paid service . Keep the disinformation at a minimum . And #hashtags",4,21-08-2023 23:01
Google Play,I like,5,21-08-2023 22:01
Google Play,so bad,1,21-08-2023 21:46
Google Play,Ok,5,21-08-2023 21:25
Google Play,One word... Retarded,1,21-08-2023 21:22
Google Play,"It's not a great app. Thinking that this platform is or would be a direct competence with X, it will indeed defraud yourself. It doesn't have any Trends nor Hashtags, and the platform itself feels empty. I wouldn't recommend it to have debates nor get informed about News. There are better apps beyond X.",2,21-08-2023 21:16
Google Play,@Jabri_302_bolta,5,21-08-2023 21:10
Google Play,A COPY USELESS COPY,1,21-08-2023 20:31
Google Play,"Lot of errors like: can't cut selected text. Can't post more then 360 letters , please solve these problem increase post text limit and solve copy cut problem.",2,21-08-2023 20:30
Google Play,Not installing threads no delete option and i try deactivate option but Failed to deactivate profile try again,1,21-08-2023 19:18
Google Play,"It's really good, but Please add translator. Many thanks",5,21-08-2023 19:14
Google Play,Boring App They're just push a blue thick account give 1 star for X Copycat,1,21-08-2023 18:31
Google Play,Worst👎👎👎👎👎👎👎👎 app don't install,1,21-08-2023 17:36
Google Play,IT'S GREAT 👍,5,21-08-2023 17:28
Google Play,Next level 21/8/2023,5,21-08-2023 17:17
Google Play,Good 👍👍,5,21-08-2023 17:09
Google Play,Nothing is new same as a instagram 😑 Different features should be given from Twitter,1,21-08-2023 16:36
Google Play,Vishnutej,5,21-08-2023 16:26
Google Play,Naharsingh saini,5,21-08-2023 16:19
Google Play,Very bad 😞,5,21-08-2023 16:12
Google Play,Nice,5,21-08-2023 16:01
Google Play,Gulzarhussan,1,21-08-2023 15:52
Google Play,Tank you,5,21-08-2023 15:44
Google Play,"It's fast, usable and there's great content. And unlike Twitter/X it doesn't arbitrarily slow down links to things the owner doesn't like.",5,21-08-2023 15:42
Google Play,Soo bad👎👎,1,21-08-2023 15:05
Google Play,Nice,5,21-08-2023 14:59
Google Play,Chat option nehi he,5,21-08-2023 14:56
Google Play,"I want to deactivate profile and it just says ""failed to deactivate profile""",1,21-08-2023 14:54
Google Play,Reels in threads,5,21-08-2023 13:38
Google Play,why does it need calendar permission,1,21-08-2023 13:21
Google Play,Good,5,21-08-2023 13:16
Google Play,It says if I ever want to delete it I have to delete my Instagram in order to delete threads!. Nah y'all can keep this extra BS....,1,21-08-2023 13:15
Google Play,Ok,1,21-08-2023 12:37
Google Play,Joss app,5,21-08-2023 12:17
Google Play,Nice perform,5,21-08-2023 12:11
Google Play,Too good like twitter,5,21-08-2023 12:04
Google Play,Okay 👍,3,21-08-2023 11:50
Google Play,"As I am trying to follow new pages, it always showing like we restrict our community and please try again later. Fed up with this app. Please update.",1,21-08-2023 11:25
Google Play,Thanks for prompting me from Instagram. You deserve this 1 Star,1,21-08-2023 11:11
Google Play,Posting videos does not go through sometimes it's very irritating,3,21-08-2023 11:03
Google Play,❤️❤️❤️,5,21-08-2023 10:49
Google Play,Besto,5,21-08-2023 10:30
Google Play,"I like the design,UI of this app",5,21-08-2023 9:59
Google Play,good,5,21-08-2023 9:53
Google Play,Nice But not followers coming😂,5,21-08-2023 9:49
Google Play,goofy ahh twitter ripoff,1,21-08-2023 9:43
Google Play,Very good,3,21-08-2023 9:33
Google Play,❤️❤️❤️❤️❤️,5,21-08-2023 9:22
Google Play,nice,5,21-08-2023 8:08
Google Play,"The app is a safe space for me to post and the reply and community is mostly friendly and not so toxic, I hope they will improve this app, as this is having more potential. I've been mostly use this for news and nice posts so it's okay.",4,21-08-2023 7:22
Google Play,Dead app,1,21-08-2023 7:12
Google Play,Copymark,1,21-08-2023 6:16
Google Play,Trust full,5,21-08-2023 5:32
Google Play,"One of the worst app in world. They tried to copy twitter, but were humiliated badly.",1,21-08-2023 5:30
Google Play,It would be 5 stars but I'm currently having an issue posting with photos.,1,21-08-2023 5:24
Google Play,Decor home Kuwait,5,21-08-2023 5:23
Google Play,Twitter fake,1,21-08-2023 5:16
Google Play,Just join a real federated instance not this half baked attempt by one of the worst companies in tech. Mastodon isn't hard to figure out at all. I gave it one star back bc the refresh animation is cool,2,21-08-2023 5:13
Google Play,"Tiene todo lo malo de Twitter y lo bueno lo censura, zzz",1,21-08-2023 5:06
Google Play,Threads is best👌👌,4,21-08-2023 5:00
Google Play,Zucked,5,21-08-2023 4:46
Google Play,Lame,1,21-08-2023 4:06
Google Play,Good for public,4,21-08-2023 3:58
Google Play,Better than twitter,5,21-08-2023 2:23
Google Play,I want you to verified my account,5,21-08-2023 2:02
Google Play,It's bad,1,21-08-2023 1:45
Google Play,Best app,5,21-08-2023 1:11
Google Play,It okay,3,20-08-2023 23:57
Google Play,"Worst App ever, need alots of changes, it seems like a 3rd class copy.",1,20-08-2023 23:46
Google Play,Edit: I can save images! 5 stars! i can't save images. So why would even want to use this compared to Twitter,5,20-08-2023 23:32
Google Play,nothing interesting,1,20-08-2023 23:25
Google Play,"Boring. They obviously had to release this after what Elon did to twitter, but it's just more of the same junk.",1,20-08-2023 23:13
Google Play,This is amazing 👍👍,5,20-08-2023 23:10
Google Play,I like ❤️,5,20-08-2023 22:02
Google Play,"It needs more features and it does have the potential to be a Twitter killer, but it's too bland at the moment. I hope they make more updates in the near future so they can attract more people from the dead blue bird.",3,20-08-2023 21:37
Google Play,Beautiful,5,20-08-2023 21:08
Google Play,Garbage 🗑 app,1,20-08-2023 20:53
Google Play,I love it,3,20-08-2023 20:38
Google Play,Average app,2,20-08-2023 20:28
Google Play,Bad experience,1,20-08-2023 20:09
Google Play,Not impressed 😁,1,20-08-2023 20:02
Google Play,Shows too many posts that I don't follow,3,20-08-2023 19:34
Google Play,"You have to have an Instagram account,if not don't waist your time downloading it.",3,20-08-2023 19:23
Google Play,Mostly used for apple and could not find my account when I tried to log in,1,20-08-2023 19:15
Google Play,"Wow, This app is sorta a rip off of Instagram, But kinda good!",5,20-08-2023 19:10
Google Play,Akash Akash,5,20-08-2023 19:07
Google Play,Good app,5,20-08-2023 18:58
Google Play,I just edit my feedback so it's mean my date is changed but I tell you you one thing I think I am the first user of this application but I not sure but I am may be ❤️,5,20-08-2023 18:42
Google Play,Very nice for advertising,5,20-08-2023 18:32
Google Play,Hi Bro I am not,5,20-08-2023 18:05
Google Play,Nice 👍👍,5,20-08-2023 18:03
Google Play,u can update more opshion specaily unhinde threads,1,20-08-2023 17:59
Google Play,twetar father threads 😈,5,20-08-2023 17:43
Google Play,Awesome 👍😎👍,5,20-08-2023 17:41
Google Play,Its good ✌🏻,5,20-08-2023 17:41
Google Play,برنامه خیلی خوبی هست پیشنهاد میکنم نصب کنید 😀😀😀,5,20-08-2023 17:07
Google Play,I uninstall my app🤷🏼,1,20-08-2023 17:01
Google Play,We should be able to delete our Threads account separately from our Instagram account!,1,20-08-2023 16:55
Google Play,"Patefe melhor que o Instagram, mas ainda ocupa muito espaço",3,20-08-2023 16:34
Google Play,The best,5,20-08-2023 16:20
Google Play,Nice app ☺️,5,20-08-2023 16:15
Google Play,Copy unable to paste.,1,20-08-2023 16:15
Google Play,What is this,1,20-08-2023 15:57
Google Play,Good 👌👌👌👌👌,5,20-08-2023 15:46
Google Play,"Good, excellent",5,20-08-2023 15:12
Google Play,Copy of Twitter 😂,1,20-08-2023 15:01
Google Play,Poor algorithm,1,20-08-2023 13:44
Google Play,Useless....better an ineffective copy of Twitter,1,20-08-2023 13:41
Google Play,Threads,5,20-08-2023 13:17
Google Play,Useless app,1,20-08-2023 12:07
Google Play,Op,5,20-08-2023 10:58
Google Play,Pointless,1,20-08-2023 10:51
Google Play,👌👌👌👌,5,20-08-2023 10:45
Google Play,Why insta deleted with this app,1,20-08-2023 10:40
Google Play,RIP,1,20-08-2023 10:29
Google Play,"I do like it, but not better then Instagram",4,20-08-2023 10:17
Google Play,I removed my badge number on my IG profile and I can't figure out how to put it back,3,20-08-2023 9:50
Google Play,Nice,3,20-08-2023 9:17
Google Play,Next Twitter.,5,20-08-2023 8:40
Google Play,🇮🇳🇮🇳🇮🇳,5,20-08-2023 8:37
Google Play,Bakwash,1,20-08-2023 8:35
Google Play,Very very good 👍😊,5,20-08-2023 7:47
Google Play,"I literally can't do anything on the app other than like other people's threads. As for adding my own, search or my activity I can't see or do anything - it keeps saying ""Sorry something went wrong. Try again"" and it's been that way for over a month now.",1,20-08-2023 7:42
Google Play,"While I do think the app has some potential, there are several problems. Some of them include the lack of photo filters when you upload photos, the inability to delete your Threads account without your Instagram account, the inability to use more than one account, and the app crashing several times when I log out, leading myself to delete data and cache rather frequently. I wish this app wasn't released prematurely and that Instagram gives more time to develop Threads as a more stable app.",2,20-08-2023 7:25
Google Play,"Don't use this app, you can not delete your account, once you create.",1,20-08-2023 7:07
Google Play,Good,5,20-08-2023 6:59
Google Play,Add photo save option,5,20-08-2023 6:58
Google Play,Found that Iam unable to delete threads account until I delete my insta account,1,20-08-2023 6:58
Google Play,Donkey doodoo,1,20-08-2023 6:44
Google Play,Average,4,20-08-2023 6:43
Google Play,I love it,5,20-08-2023 6:28
Google Play,Instagraam support 🙏,4,20-08-2023 6:24
Google Play,Please provide you massage chat,5,20-08-2023 6:08
Google Play,Similar Twitter but it's better.,5,20-08-2023 6:01
Google Play,Nice App,5,20-08-2023 5:51
Google Play,Nice App Good Luck App Creators Good Job,5,20-08-2023 5:35
Google Play,The home feed is full of brands trying to be hip and relatable that I don't even follow. This kind of shallowness is unbearable.,2,20-08-2023 5:31
Google Play,Very bad app.. I'm not satisfied to use this..😏 then I deleted this thread app my Instagram account is deactivated..😏 is a cheating to me.. guy you all use X not this..😏,1,20-08-2023 5:25
Google Play,"App is awesome i am in love with it, But, Users post something by expressing anything in words, And as a human there will be some mistakes while writing, So, Thread, Requesting u to provide edit option after posting a post in thread, Which can help thread users to correct their only mistake, A word or a letter, Rather than deleting complete post and rewriting again. Update this in ur platform, As soon as possible, Lots of love to entire thread. And i am waiting for lovely update from threads.",2,20-08-2023 4:57
Google Play,Iju,5,20-08-2023 4:51
Google Play,These app can hack your account my account also hacked.,1,20-08-2023 4:50
Google Play,Very bad Thread application Not working properly app,1,20-08-2023 4:49
Google Play,Really really like Twitter. This is really a bad copy. Not authentic. Not a new idea. Threads is a model of anti free speech twitter.,2,20-08-2023 4:25
Google Play,Pls let us delete threads account without deleting insta account please 😩🥺🙏,3,20-08-2023 4:25
Google Play,Twitter ke Abba aa gye,5,20-08-2023 4:04
Google Play,Twitter is better than this just a bad copy of Twitter 🤮🤮🤮🤮,1,20-08-2023 4:01
Google Play,Throw this app to the garbage. It doesn't work,1,20-08-2023 4:01
Google Play,💔💔,5,20-08-2023 3:52
Google Play,why isn't this app available in landscape mode for tablets?,3,20-08-2023 3:01
Google Play,Pls let me in to threads and instagram I was just joking about my age I will never disobey your terms and policy let me back to my old account,5,20-08-2023 2:58
Google Play,Basically ripped off tumblr 😂😂😂,1,20-08-2023 2:45
Google Play,Its very amazing performance 💯💯❤️❤️,5,20-08-2023 2:33
Google Play,"This app really need to work with hashtag audience, i need specific followers",2,20-08-2023 2:32
Google Play,69 MB,5,20-08-2023 2:09
Google Play,La aplicación nunca me abrió 😹😹😹,1,20-08-2023 1:53
Google Play,Khul bhari app,5,20-08-2023 1:50
Google Play,Yeah good.,3,20-08-2023 1:41
Google Play,Is there any purpose with this app besides being like Twitter?,2,20-08-2023 1:29
Google Play,Good,2,20-08-2023 1:22
Google Play,"I like the threads, easy, fun but needs more participation",5,20-08-2023 0:14
Google Play,Really fail,1,19-08-2023 23:41
Google Play,REAALLLY GRRRREAT,4,19-08-2023 23:21
Google Play,"Can't even post there. ""your thread failed to upload"", and that's through all the updates. What's even the point of this mockery of an app",1,19-08-2023 22:10
Google Play,Mmm.,1,19-08-2023 22:02
Google Play,Super sir app,5,19-08-2023 22:00
Google Play,"Can't see the replies, doesn't load old threads",1,19-08-2023 21:57
Google Play,Another scam to collect Data. The only one did a good job is the ui designer.,1,19-08-2023 21:56
Google Play,"Just more Garbage that doesn't work, how many years has Facebook been screwed up and never fixed right.",1,19-08-2023 21:54
Google Play,Very fantastic,5,19-08-2023 21:27
Google Play,Lekin Instagram ki followers low ho rahi hai,1,19-08-2023 21:02
Google Play,It's literally Twitter but a bit better,3,19-08-2023 20:38
Google Play,This is just cheap version of Twitter,1,19-08-2023 20:37
Google Play,TWITTER 🐦🐦🐦🐦🐦🐦,1,19-08-2023 20:28
Google Play,Peaceful place to share your views,5,19-08-2023 20:28
Google Play,Wow dis app verry nice 👍,5,19-08-2023 20:22
Google Play,Wooo,5,19-08-2023 18:59
Google Play,"Great platform! But it lacks some features like hashtags, trending, homefeed customisation, etc. I would like to request Meta to consider these and update the application. Thanks.",4,19-08-2023 18:55
Google Play,super 👍,3,19-08-2023 18:42
Google Play,👍,5,19-08-2023 18:30
Google Play,good 👍😊,5,19-08-2023 18:09
Google Play,Change threads logo please..... Stay in black & white color for logo but make different logo for threads..............,4,19-08-2023 17:35
Google Play,Dumb,1,19-08-2023 17:30
Google Play,It's basically dead and my main page is full of stupid meme accounts and celebrities I don't care about,2,19-08-2023 17:21
Google Play,Wannabe twitter 🤣,2,19-08-2023 17:16
Google Play,Good,2,19-08-2023 16:58
Google Play,Weste if time,1,19-08-2023 16:52
Google Play,LOVER BOY NISAR KHAN KHANU KASIM,5,19-08-2023 16:51
Google Play,Super,5,19-08-2023 16:37
Google Play,It's amazing😍👍,5,19-08-2023 16:33
Google Play,Super,5,19-08-2023 16:29
Google Play,"It's okay right now. The app needs some basic features. There is no algorithm for me to reach anyone. No communities to find. I think those two are very important. Being able to reach and find various communities that you take part in. Yeah, you can pull followers from instagram, but that's not completely efficient. They MIGHT be active.",3,19-08-2023 16:25
Google Play,Please support brother,5,19-08-2023 16:24
Google Play,"I am giving only one star because there is no separate tab For the threads of people whom i follow, All threads like old, new are all in same tab. Those p people i don't follow but their threads are on my timeline, totally rubbish",1,19-08-2023 16:24
Google Play,gg,2,19-08-2023 16:13
Google Play,Sahi hai,4,19-08-2023 16:12
Google Play,Nice,5,19-08-2023 16:09
Google Play,It is launched in fight with X (Twitter),1,19-08-2023 16:07
Google Play,Nice app 👍,5,19-08-2023 15:54
Google Play,💙,5,19-08-2023 15:34
Google Play,"Now, instagram have released Threads, this was decided a long ago, because we can't post like this on instagram, so they decided to build this app after a long time that after it they will get attention 😀",5,19-08-2023 15:18
Google Play,"Always hangs , couldn't use it ,worst ..",1,19-08-2023 14:49
Google Play,Good 👍,5,19-08-2023 14:45
Google Play,twitter walmart edition,1,19-08-2023 14:31
Google Play,Dude wanna be Twitter so bad 🤣,3,19-08-2023 14:19
Google Play,Very very Bad I think that this app is just consuming space in Playstore's storage Trust me why do you have to have multiple apps that does the same thing. Trust me guys just don't increase its Downloads Count!!,1,19-08-2023 14:11
Google Play,Useless wall of non-relevant posts from unknown accounts.,1,19-08-2023 14:00
Google Play,Gandh jese app hain,1,19-08-2023 13:41
Google Play,Very nice man,5,19-08-2023 13:40
Google Play,A bad app,1,19-08-2023 13:35
Google Play,"I already installed the app after its launch, but a few days ago, it said something went wrong when I tried to post. Please fix this ASAP so I can use my Threads account again.",2,19-08-2023 13:34
Google Play,wellcome to @threads//2023//Nice=APP,5,19-08-2023 13:30
Google Play,🤗🤗🤗🤗🇮🇳🇮🇳🇮🇳🤗🤗🤗🤗🇮🇳🇮🇳🇮🇳❤️❤️🤗🤗🇮🇳🤗🤗🇮🇳🤗🤗💐💐💐🤗🤗,5,19-08-2023 13:13
Google Play,Well i can clearly say twitter is better,1,19-08-2023 12:45
Google Play,It's very nice,5,19-08-2023 12:29
Google Play,Bad.,1,19-08-2023 12:06
Google Play,Copy cat zuck,1,19-08-2023 11:27
Google Play,Good,5,19-08-2023 10:46
Google Play,Its good and all the only problem I have ran into is I cant switch profiles easily. I'd have to log out then log into my other acc then do it again.,3,19-08-2023 10:38
Google Play,"N I, X a red raw We,",1,19-08-2023 10:05
Google Play,Nice app,4,19-08-2023 9:51
Google Play,"When you try to look through any followed account's profile, the application shows ""Sorry, something went wrong. Try again"". That stinks.",1,19-08-2023 9:47
Google Play,Khc,5,19-08-2023 9:45
Google Play,"Lol fukbuk 😂😂😂 chor, x re copy kore lav nai",1,19-08-2023 9:45
Google Play,It could be better. Need to add those who doesn't want instagram!,4,19-08-2023 9:37
Google Play,I have been trying to make changes for you to Make cas,5,19-08-2023 9:26
Google Play,Very bad app,1,19-08-2023 9:26
Google Play,Ghatiya app nothing new,1,19-08-2023 8:39
Google Play,"In the first week of launch, all the old people were talking about how this would ""destroy Twitter/X"" but here we are now, a dead socmed platform. None of my favorite threaders post anymore. It was good while it lasted ig.",3,19-08-2023 8:36
Google Play,the app is great but doesn't work properly,3,19-08-2023 8:30
Google Play,Disappointing,1,19-08-2023 8:28
Google Play,Worst app .... Befaaltu ka app bnaya jisne b banaya ....don't install it ....discard the app,1,19-08-2023 8:26
Google Play,It's awesome 😍🥰 I use it everyday,5,19-08-2023 8:17
Google Play,A copy of x,1,19-08-2023 7:59
Google Play,Cool app,5,19-08-2023 7:55
Google Play,Bad,1,19-08-2023 7:26
Google Play,I hate you Instagram 👎👎👎😡😡😡,1,19-08-2023 7:13
Google Play,Super,5,19-08-2023 7:12
Google Play,"I am lucky that i didn't download this app and create my account, cause this is no use of my and if i want to delete my thread account than i l have to delete my Instagram too",1,19-08-2023 6:54
Google Play,Most expensive app,5,19-08-2023 6:52
Google Play,भेन के लन अच्छा ऐप ही,5,19-08-2023 6:47
Google Play,Bakwaas,1,19-08-2023 6:42
Google Play,Good,5,19-08-2023 6:34
Google Play,Nice app,5,19-08-2023 6:08
Google Play,Sir need follower 20k (aloneking 20k)my user id help kar dijiye koi,5,19-08-2023 6:01
Google Play,Worst social media app,1,19-08-2023 5:49
Google Play,Nc,5,19-08-2023 5:48
Google Play,____King_sk____,5,19-08-2023 5:35
Google Play,Osm,5,19-08-2023 5:16
Google Play,Atul Zdu,5,19-08-2023 5:02
Google Play,ok,1,19-08-2023 4:50
Google Play,Arbaz nem please find followers 100k,1,19-08-2023 4:50
Google Play,🤣🤣🤣🤣🤣,1,19-08-2023 4:36
Google Play,Not bead😏👍🏻good,3,19-08-2023 4:34
Google Play,"This is amazing, because unique and attractive",5,19-08-2023 4:34
Google Play,Better than,5,19-08-2023 4:26
Google Play,I Thought it was a Good interface...I liked how it gives you a Number for your Account I.D. Easy back and Forth with Instagram also 👌 Nice Launch to the Team at Threads...Now only if you could get me back all of my old Instagram Accounts YOU Would be Amazing 👏 😀 😉,4,19-08-2023 4:01
Google Play,Good,2,19-08-2023 3:46
Google Play,Nice app,1,19-08-2023 3:29
Google Play,"I tried to log İn but it gives me error, not to proceeding next after entering password. It shows some message.",1,19-08-2023 3:12
Google Play,I download this app and join it with my Instagram and the next I found that my Instagram is hacked and it was very troubled situation for me so for me it was a very bad experience with this app it should be more aware about the privacy,1,19-08-2023 3:06
Google Play,It's lacking but decent. I'd love to make this a permanent alternative to X but until there's a search function it's not used as much as I'd like to.,3,19-08-2023 2:31
Google Play,Better if this has Edit button to edit posts. 😅,1,19-08-2023 2:27
Google Play,Shivam purvaiya,5,19-08-2023 2:01
Google Play,It's so excited platform to express views or thinking.,3,19-08-2023 1:46
Google Play,"My Instagram account is aliaakhaliid, the problem I can't remove the thread number from my profile, ""Hide Badge"" choice doesn't work, fix this problem please",1,19-08-2023 1:36
Google Play,Nice,4,19-08-2023 1:26
Google Play,I know this is a Zuckerberg app but can we PLEASE have a feed in chronological order!!!!!!,1,19-08-2023 1:22
Google Play,Really need to work on large screen support.,1,19-08-2023 0:53
Google Play,🦎,1,19-08-2023 0:37
Google Play,Instagram without photos! That's all!,1,18-08-2023 23:47
Google Play,Walmart discount version of twitter,1,18-08-2023 23:34
